CustomerKey,Prefix,FirstName,LastName,BirthDate,MyUnknownColumn,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Phone_number
12096,MRS.,CAITLIN,BROOKS,27-02-1948,,M,F,caitlin1@learnsector.com,"$60,000 ",2,Bachelors,Management,N,38860351
12097,MR.,SEAN,ALLEN,13-11-1949,,S,M,sean49@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,3816691437
12098,MRS.,GRACE,CLARK,25-10-1949,,S,F,grace18@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,9227335604
12099,MRS.,SYDNEY,HALL,18-11-1949,,S,F,sydney86@learnsector.com,"$60,000 ",2,Partial College,Professional,N,3807246027
12100,MR.,JON,SUN,24-04-1949,,S,M,jon33@learnsector.com,"$60,000 ",2,Bachelors,Management,Y,9919989115
12101,MR.,LOGAN,PATTERSON,24-04-1949,,S,M,logan13@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,6893209810
12102,MR.,DEVIN,SIMMONS,06-04-1949,,M,M,devin53@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,497371325
12103,MRS.,CHLOE,WHITE,10-12-1949,,M,F,chloe45@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,3856224277
12104,MRS.,MARIAH,ROSS,01-11-1949,,M,F,mariah8@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,9169144011
12105,MRS.,ABIGAIL,FOSTER,16-05-1949,,S,F,abigail68@learnsector.com,"$70,000 ",5,Partial College,Professional,Y,1835034005
12106,MR.,ISAIAH,BAKER,06-08-1950,,M,M,isaiah31@learnsector.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,9986571218
12107,MR.,NATHAN,GONZALES,15-08-1950,,M,M,nathan13@learnsector.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,2551171962
12108,MR.,JAMES,WALKER,23-02-1950,,M,M,james96@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,1853573808
12109,MRS.,MORGAN,FOSTER,20-03-1950,,S,F,morgan85@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,4346465026
12110,MRS.,BIANCA,GUO,02-03-1950,,M,F,bianca14@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,8652617745
12111,MRS.,JACQUELINE,GONZALES,08-04-1950,,M,F,jacqueline18@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,2872264997
12112,MRS.,ARIANNA,HENDERSON,06-09-1950,,M,F,arianna5@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,8683896014
12113,MR.,NATHAN,HUGHES,23-08-1951,,M,M,nathan7@learnsector.com,"$70,000 ",2,High School,Professional,Y,3427862878
12114,MR.,CHARLES,RICHARDSON,11-07-1951,,M,M,charles58@learnsector.com,"$70,000 ",2,High School,Professional,Y,9264037645
12115,MRS.,CHLOE,RICHARDSON,02-08-1951,,S,F,chloe55@learnsector.com,"$70,000 ",2,High School,Professional,Y,3181374958
12116,MRS.,AMANDA,GRAY,22-02-1951,,S,F,amanda15@learnsector.com,"$70,000 ",2,High School,Professional,Y,2654555623
12117,MR.,CAMERON,YANG,08-03-1951,,M,M,cameron23@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,6974914076
12118,MRS.,MIGUEL,SANCHEZ,27-01-1951,,M,F,miguel72@learnsector.com,"$60,000 ",2,Partial College,Professional,Y,3189377859
12119,MR.,KEITH,RAJE,06-01-1951,,M,M,keith17@learnsector.com,"$60,000 ",2,Partial College,Professional,N,8873395705
12120,MR.,XAVIER,SIMMONS,07-11-1952,,M,M,xavier55@learnsector.com,"$60,000 ",3,High School,Professional,Y,9174193617
12121,MR.,LOGAN,WILSON,25-09-1952,,S,M,logan58@learnsector.com,"$60,000 ",3,High School,Professional,Y,5216049012
12122,MRS.,DESTINY,COLEMAN,18-12-1952,,M,F,destiny54@learnsector.com,"$70,000 ",4,Partial College,Professional,Y,329826598
12123,MR.,WESLEY,LIANG,14-06-1958,,M,M,wesley16@learnsector.com,"$170,000 ",2,Bachelors,Management,Y,80856236
12124,MRS.,BRANDI,GILL,02-08-1957,,S,F,brandi13@learnsector.com,"$110,000 ",2,Partial College,Professional,Y,2676932220
12125,MRS.,DIANA,ORTEGA,01-12-1957,,M,F,diana21@learnsector.com,"$130,000 ",2,Partial College,Professional,Y,6576881358
12126,MRS.,TAMMY,RAMAN,18-11-1957,,M,F,tammy13@learnsector.com,"$150,000 ",2,High School,Professional,Y,512191772
12127,MRS.,GRACE,DAVIS,14-12-1956,,M,F,grace4@learnsector.com,"$100,000 ",2,Partial College,Professional,Y,3582038238
12128,MRS.,KRISTY,MUNOZ,16-12-1956,,M,F,kristy7@learnsector.com,"$120,000 ",3,High School,Professional,Y,5512825826
12129,MRS.,WENDY,ALVAREZ,21-09-1956,,M,F,wendy5@learnsector.com,"$120,000 ",3,High School,Professional,Y,7686529249
12130,MRS.,SUZANNE,ZHOU,08-12-1956,,S,F,suzanne10@learnsector.com,"$120,000 ",3,High School,Professional,Y,9457856108
12131,MR.,RANDALL,DOMINGUEZ,17-10-1955,,M,M,randall14@learnsector.com,"$90,000 ",2,High School,Professional,N,6412351504
12132,MRS.,KAITLYN,HENDERSON,19-11-1955,,M,F,kaitlyn72@learnsector.com,"$110,000 ",3,Partial College,Professional,Y,9638829969
12133,MRS.,COLLEEN,XIE,26-12-1955,,M,F,colleen27@learnsector.com,"$130,000 ",3,Partial College,Professional,Y,7673285707
12134,MR.,HECTOR,ALONSO,23-09-1955,,M,M,hector6@learnsector.com,"$170,000 ",3,High School,Professional,Y,6461139377
12135,MR.,FERNANDO,TAYLOR,04-11-1957,,M,M,fernando9@learnsector.com,"$90,000 ",2,Partial College,Professional,Y,5449976209
12136,MR.,BLAKE,TURNER,11-08-1932,,M,M,blake41@learnsector.com,"$30,000 ",4,High School,Professional,N,6036328447
12137,MR.,JACK,GREEN,11-04-1932,,M,M,jack51@learnsector.com,"$90,000 ",3,Graduate Degree,Management,Y,215857343
12138,MR.,COLIN,JAI,26-11-1933,,M,M,colin34@learnsector.com,"$70,000 ",3,Graduate Degree,Management,Y,9902302203
12139,MR.,FRANKLIN,YANG,15-03-1933,,M,M,franklin5@learnsector.com,"$70,000 ",4,Graduate Degree,Management,Y,1128864830
12140,MR.,OSCAR,RUSSELL,03-11-1965,,S,M,oscar6@learnsector.com,"$90,000 ",4,Partial College,Professional,N,5231285724
12141,MRS.,KAITLYN,LEE,20-09-1965,,S,F,kaitlyn45@learnsector.com,"$90,000 ",4,Partial College,Professional,Y,5003029488
12142,MRS.,GABRIELLA,TORRES,01-06-1965,,S,F,gabriella11@learnsector.com,"$100,000 ",4,Bachelors,Management,Y,7535802760
12143,MR.,LOGAN,TURNER,13-11-1965,,M,M,logan31@learnsector.com,"$100,000 ",4,Bachelors,Management,Y,811189454
12144,MRS.,KELLY,JENKINS,11-10-1965,,M,F,kelly11@learnsector.com,"$100,000 ",4,Partial College,Professional,Y,174905943
12145,MR.,BRANDON,BUTLER,10-04-1965,,M,M,brandon11@learnsector.com,"$100,000 ",4,Partial College,Professional,Y,7562035977
12146,MR.,XAVIER,THOMAS,14-07-1965,,S,M,xavier8@learnsector.com,"$110,000 ",3,Bachelors,Management,N,6845313524
12147,MRS.,TAYLOR,PATTERSON,28-12-1964,,M,F,taylor35@learnsector.com,"$80,000 ",4,Bachelors,Management,Y,8325137681
12148,MRS.,GABRIELLE,MORRIS,12-06-1964,,S,F,gabrielle1@learnsector.com,"$100,000 ",5,Partial College,Professional,Y,2905633713
12149,MRS.,BAILEY,SCOTT,24-06-1964,,M,F,bailey33@learnsector.com,"$100,000 ",5,Partial College,Professional,Y,8143151314
12150,MR.,LOGAN,WANG,08-12-1964,,M,M,logan24@learnsector.com,"$130,000 ",2,Graduate Degree,Management,Y,747429998
12151,MR.,STEVEN,KELLY,05-12-1964,,M,M,steven12@learnsector.com,"$130,000 ",2,Bachelors,Management,Y,8794481909
12152,MR.,ADRIAN,RAMIREZ,26-03-1964,,M,M,adrian9@learnsector.com,,2,Bachelors,Management,Y,8666085306
12153,MRS.,KAITLYN,BAILEY,15-09-1956,,S,F,kaitlyn54@learnsector.com,"$70,000 ",3,Partial College,Professional,Y,7173061827
12154,MRS.,HAILEY,ADAMS,24-07-1956,,S,F,hailey55@learnsector.com,"$80,000 ",3,Partial College,Professional,Y,3854238526
12155,MRS.,GABRIELLA,LOPEZ,15-10-1956,,S,F,gabriella44@learnsector.com,"$80,000 ",3,Partial College,Professional,Y,2655922017
12156,MRS.,BONNIE,RAJI,01-12-1934,,M,F,bonnie27@learnsector.com,"$70,000 ",4,Graduate Degree,Management,Y,5504796338
12157,MR.,WILLIAM,WHITE,22-09-1934,,M,M,william8@learnsector.com,"$120,000 ",1,Graduate Degree,Management,Y,939150211
12158,MR.,KYLE,PHILLIPS,24-04-1963,,M,M,kyle36@learnsector.com,"$80,000 ",4,Partial College,Professional,Y,6794407185
12159,MRS.,KAITLYN,SCOTT,14-11-1963,,M,F,kaitlyn11@learnsector.com,"$80,000 ",4,Partial College,Professional,Y,8478703892
12160,MS.,JACLYN,ZHANG,24-11-1963,,S,F,jaclyn0@learnsector.com,"$90,000 ",0,Partial College,Professional,Y,6838265738
12161,MRS.,ALEXANDRIA,ROGERS,03-08-1963,,M,F,alexandria40@learnsector.com,"$100,000 ",5,Partial College,Professional,Y,9389994619
12162,MR.,LUKE,MITCHELL,20-12-1963,,S,M,luke43@learnsector.com,"$120,000 ",4,Partial College,Professional,Y,4375951050
12163,MR.,AARON,WANG,09-05-1963,,S,M,aaron24@learnsector.com,"$150,000 ",2,Bachelors,Management,N,9574054036
12164,MR.,NOAH,BUTLER,13-04-1963,,M,M,noah11@learnsector.com,"$150,000 ",3,Bachelors,Management,Y,818880948
12165,MR.,CALEB,FLORES,06-12-1962,,M,M,caleb9@learnsector.com,"$80,000 ",5,Partial College,Professional,Y,7111393467
12166,MR.,JARED,ROGERS,14-03-1962,,M,M,jared21@learnsector.com,"$80,000 ",5,Partial College,Professional,Y,6655861496
12167,MR.,SEBASTIAN,STEWART,21-09-1962,,S,M,sebastian21@learnsector.com,"$100,000 ",1,Partial College,Professional,Y,3598276705
12168,MR.,HUNTER,JACKSON,02-09-1961,,M,M,hunter45@learnsector.com,"$80,000 ",5,Partial College,Professional,Y,3283714261
12169,MRS.,ABIGAIL,HOWARD,16-11-1961,,S,F,abigail16@learnsector.com,"$120,000 ",1,High School,Professional,Y,7896271974
12170,MRS.,SARA,REED,01-07-1961,,M,F,sara22@learnsector.com,"$130,000 ",1,Bachelors,Management,N,6861735784
12171,MRS.,ALYSSA,COOPER,02-03-1961,,S,F,alyssa35@learnsector.com,"$130,000 ",1,Bachelors,Management,N,3684438652
12172,MR.,EDUARDO,ALEXANDER,03-05-1961,,S,M,eduardo62@learnsector.com,"$130,000 ",1,Bachelors,Management,N,348289101
12173,MR.,DALTON,EDWARDS,09-12-1961,,M,M,dalton44@learnsector.com,"$130,000 ",1,Bachelors,Management,Y,8986359386
12174,MR.,CHARLES,PHILLIPS,05-07-1961,,M,M,charles42@learnsector.com,"$170,000 ",1,Graduate Degree,Management,N,4375782958
12175,MR.,LUKE,POWELL,13-09-1955,,S,M,luke27@learnsector.com,"$60,000 ",2,High School,Professional,N,8705769302
12176,MR.,CODY,JAMES,16-11-1955,,S,M,cody0@learnsector.com,"$60,000 ",2,High School,Professional,N,5666699439
12177,MR.,KEVIN,CAMPBELL,27-03-1955,,S,M,kevin44@learnsector.com,"$70,000 ",4,High School,Professional,Y,128376830
12178,MR.,ETHAN,SHAN,05-11-1954,,M,M,ethan27@learnsector.com,"$80,000 ",2,Partial High School,Skilled Manual,Y,9259833395
12179,MRS.,ALEXIS,JONES,10-10-1935,,S,F,alexis3@learnsector.com,"$50,000 ",2,Graduate Degree,Management,Y,282782675
12180,MRS.,HOLLY,MEHTA,17-09-1936,,S,F,holly13@learnsector.com,"$50,000 ",2,Graduate Degree,Management,Y,915748749
12181,MRS.,KATELYN,SANDERS,21-08-1936,,M,F,katelyn2@learnsector.com,"$130,000 ",2,Graduate Degree,Management,Y,416325452
12182,MRS.,ERIN,TORRES,12-07-1960,,M,F,erin8@learnsector.com,"$70,000 ",5,High School,Professional,Y,6512611076
12183,MRS.,EMILY,ROBINSON,26-10-1960,,M,F,emily19@learnsector.com,"$80,000 ",5,Partial College,Professional,Y,704196298
12184,MR.,ISAIAH,PEREZ,12-08-1960,,M,M,isaiah26@learnsector.com,"$100,000 ",3,Partial College,Professional,Y,7869269786
12185,MS.,KAITLYN,PATTERSON,27-07-1960,,S,F,kaitlyn77@learnsector.com,"$100,000 ",0,Partial College,Professional,Y,9351202872
12186,MR.,BRYANT,SRINI,05-12-1960,,S,M,bryant8@learnsector.com,"$100,000 ",0,Partial College,Professional,N,6156097173
12187,MR.,RUBEN,SUBRAM,22-07-1960,,M,M,ruben14@learnsector.com,"$100,000 ",0,Partial College,Professional,Y,6872378809
12188,MRS.,ASHLEY,THOMAS,23-05-1960,,S,F,ashley11@learnsector.com,"$110,000 ",3,Partial College,Professional,Y,406137995
12189,MRS.,SOPHIA,WRIGHT,19-02-1960,,M,F,sophia18@learnsector.com,"$130,000 ",4,Bachelors,Management,Y,6049441234
12190,MR.,JUSTIN,GONZALES,17-12-1960,,S,M,justin14@learnsector.com,"$170,000 ",1,Graduate Degree,Management,N,5275508401
12191,MRS.,MELISSA,WASHINGTON,04-10-1954,,M,F,melissa8@learnsector.com,"$60,000 ",2,Partial High School,Skilled Manual,Y,8001075074
12192,MRS.,JOCELYN,HAYES,26-11-1954,,S,F,jocelyn22@learnsector.com,"$60,000 ",2,Partial High School,Skilled Manual,N,562598187
12193,MR.,CALEB,SIMMONS,02-04-1954,,S,M,caleb12@learnsector.com,"$70,000 ",3,High School,Professional,Y,6891778967
12194,MRS.,DESTINY,FOSTER,17-07-1953,,S,F,destiny64@learnsector.com,"$70,000 ",3,Graduate Degree,Management,Y,3893306058
12195,MRS.,ERIN,MORRIS,24-11-1953,,S,F,erin22@learnsector.com,"$70,000 ",3,Graduate Degree,Management,Y,6543535487
12196,MRS.,ALEXIS,MILLER,09-07-1953,,S,F,alexis5@learnsector.com,"$70,000 ",3,Graduate Degree,Management,Y,2248771253
12197,MR.,ADAM,HERNANDEZ,15-01-1953,,M,M,adam47@learnsector.com,"$70,000 ",3,Graduate Degree,Management,N,9286203718
12198,MR.,NOAH,SCOTT,14-02-1953,,M,M,noah42@learnsector.com,"$60,000 ",3,Graduate Degree,Management,Y,2368328985
12199,MRS.,CHRISTINA,RICHARDSON,05-08-1952,,S,F,christina7@learnsector.com,"$40,000 ",3,Partial College,Professional,N,8637246927
12200,MR.,RAFAEL,SHARMA,23-07-1937,,M,M,rafael33@learnsector.com,"$70,000 ",4,Graduate Degree,Management,Y,5466505338
12201,MRS.,MINDY,YUAN,08-06-1938,,M,F,mindy11@learnsector.com,"$100,000 ",2,Graduate Degree,Management,Y,2748161223
12202,MR.,XAVIER,ROSS,25-05-1938,,M,M,xavier45@learnsector.com,"$100,000 ",2,Graduate Degree,Management,Y,4162461100
12203,MR.,ZACHARY,HUGHES,03-06-1938,,M,M,zachary10@learnsector.com,"$120,000 ",2,Graduate Degree,Management,Y,463722951
12204,MR.,BRADLEY,JAI,02-02-1938,,M,M,bradley13@learnsector.com,"$120,000 ",2,Graduate Degree,Management,Y,1902599259
12205,MRS.,MADISON,LONG,10-02-1938,,S,F,madison45@learnsector.com,"$130,000 ",2,Bachelors,Management,N,2073876721
12206,MRS.,SIERRA,PARKER,04-12-1939,,M,F,sierra7@learnsector.com,"$90,000 ",5,Bachelors,Management,Y,8377354937
12207,MR.,SAMUEL,HILL,20-06-1940,,S,M,samuel42@learnsector.com,"$80,000 ",4,Bachelors,Management,Y,7648413192
12208,MRS.,DOMINIQUE,SANCHEZ,19-02-1940,,M,F,dominique17@learnsector.com,"$130,000 ",2,Bachelors,Management,Y,9662903440
12209,MRS.,MINDY,JAI,26-06-1940,,M,F,mindy16@learnsector.com,"$130,000 ",2,Bachelors,Management,Y,7349956710
12210,MR.,ALAN,HE,25-09-1978,,M,M,alan22@learnsector.com,"$10,000 ",0,Graduate Degree,Manual,N,3625202669
12211,MR.,VICTOR,ROMERO,27-02-1974,,M,M,victor10@learnsector.com,"$10,000 ",0,Graduate Degree,Manual,Y,8548581656
12212,MS.,SHAWNA,XIE,19-05-1969,,M,F,shawna3@learnsector.com,"$10,000 ",0,Graduate Degree,Manual,Y,9642838768
12213,MR.,ALEJANDRO,LAL,02-02-1963,,M,M,alejandro35@learnsector.com,"$10,000 ",1,Graduate Degree,Manual,Y,1424264578
12214,MRS.,JULIE,RAJE,20-09-1962,,M,F,julie19@learnsector.com,"$20,000 ",1,Graduate Degree,Manual,Y,9618236779
12215,MRS.,KARLA,SHE,14-12-1962,,M,F,karla0@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,497769777
12216,MR.,GERALD,RODRIGUEZ,04-02-1962,,M,M,gerald5@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,7753449256
12217,MR.,KYLE,ROBERTS,07-03-1961,,M,M,kyle34@learnsector.com,"$10,000 ",1,Bachelors,Manual,Y,5629429859
12218,MR.,MITCHELL,XU,26-11-1961,,M,M,mitchell4@learnsector.com,"$10,000 ",1,Bachelors,Manual,Y,5736445756
12219,MR.,KURT,NARA,14-04-1961,,M,M,kurt17@learnsector.com,"$10,000 ",1,Bachelors,Manual,Y,4463029212
12220,MRS.,VIRGINIA,SARA,16-01-1961,,M,F,virginia12@learnsector.com,"$10,000 ",1,Bachelors,Manual,Y,1033773559
12221,MRS.,BRANDI,RUIZ,01-09-1961,,M,F,brandi2@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,9213279713
12222,MRS.,JENNY,XU,20-03-1961,,M,F,jenny14@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,7397246091
12223,MRS.,FELICIA,VAZQUEZ,19-02-1961,,M,F,felicia14@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,3712958836
12224,MR.,TRISTAN,HENDERSON,18-09-1935,,M,M,tristan5@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,6888128648
12225,MRS.,KATHLEEN,ORTEGA,11-02-1958,,M,F,kathleen21@learnsector.com,"$20,000 ",1,Graduate Degree,Clerical,Y,3178356303
12226,MRS.,FAITH,WARD,04-10-1957,,M,F,faith31@learnsector.com,"$10,000 ",1,Bachelors,Clerical,Y,6155483424
12227,MRS.,KELSEY,RAJE,08-11-1957,,M,F,kelsey13@learnsector.com,"$10,000 ",1,Partial College,Manual,Y,3007192123
12229,MRS.,KARI,GOMEZ,17-11-1956,,M,F,kari22@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,1658786454
12230,MR.,WESLEY,ZHENG,02-12-1956,,M,M,wesley19@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,9986386242
12231,MRS.,ISABELLE,PATTERSON,19-03-1955,,S,F,isabelle9@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,7427123343
12232,MR.,SEAN,HERNANDEZ,14-04-1955,,S,M,sean51@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,3319995006
12233,MR.,JERRY,YUAN,05-09-1955,,M,M,jerry7@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,9635888420
12234,MR.,CLARENCE,ZENG,25-02-1954,,M,M,clarence15@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,1998884429
12235,MRS.,DONNA,RAI,26-05-1938,,M,F,donna15@learnsector.com,"$30,000 ",1,Graduate Degree,Clerical,Y,743639077
12236,MRS.,KENDRA,GILL,06-06-1941,,M,F,kendra13@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,3532512432
12237,MRS.,RUTH,MADAN,05-11-1941,,M,F,ruth12@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,5124639748
12238,MRS.,MONICA,RAMAN,28-07-1941,,M,F,monica12@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,9668492920
12239,MR.,ALBERTO,RAMOS,06-01-1942,,M,M,alberto17@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,83970145
12240,MR.,CLAYTON,SHARMA,12-04-1980,,S,M,clayton27@learnsector.com,"$10,000 ",0,Partial College,Manual,N,2159334851
12241,MS.,KRISTINE,SANDBERG,11-06-1979,,S,F,kristine21@learnsector.com,"$10,000 ",0,Partial College,Manual,N,2723713482
12242,MR.,GILBERT,LIANG,02-04-1979,,S,M,gilbert14@learnsector.com,"$10,000 ",0,Partial College,Manual,N,7949882848
12243,MS.,KRISTY,RUBIO,18-05-1980,,S,F,kristy19@learnsector.com,"$10,000 ",0,Partial College,Manual,N,4812926378
12244,MS.,AMY,HUANG,22-11-1980,,M,F,amy13@learnsector.com,"$20,000 ",0,Bachelors,Clerical,Y,9217123853
12245,MR.,FRANCISCO,GONZALEZ,26-11-1978,,S,M,francisco20@learnsector.com,"$10,000 ",0,Partial College,Manual,Y,7033588438
12246,MR.,SHAWN,LUO,10-12-1979,,M,M,shawn8@learnsector.com,"$10,000 ",1,High School,Manual,Y,4183043802
12247,MS.,BRANDY,RAMAN,18-10-1979,,S,F,brandy8@learnsector.com,"$20,000 ",0,Bachelors,Clerical,Y,3735363146
12248,MR.,DEVIN,TAYLOR,14-03-1978,,S,M,devin7@learnsector.com,"$10,000 ",1,High School,Manual,N,5171216121
12249,MR.,JESSIE,CAI,16-09-1978,,M,M,jessie27@learnsector.com,"$20,000 ",0,Bachelors,Clerical,Y,874158710
12250,MRS.,ANDREA,COLLINS,04-08-1977,,S,F,andrea26@learnsector.com,"$10,000 ",1,High School,Manual,N,1273455895
12251,MR.,TROY,SURI,04-09-1977,,M,M,troy0@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,992240850
12252,MR.,OMAR,LIU,10-01-1977,,M,M,omar4@learnsector.com,"$20,000 ",0,Partial College,Manual,N,9937499264
12253,MS.,JENNY,SUN,14-02-1977,,S,F,jenny15@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,4864205508
12254,MR.,CALVIN,DENG,26-02-1943,,S,M,calvin1@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,996770794
12255,MRS.,ROBYN,ALVAREZ,08-06-1961,,S,F,robyn3@learnsector.com,"$20,000 ",1,Partial College,Manual,N,7204164267
12256,MRS.,WENDY,RAMOS,23-10-1961,,M,F,wendy16@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,3516792616
12257,MR.,ROSS,RUIZ,04-06-1961,,M,M,ross22@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,8096403602
12258,MRS.,JAMIE,LI,27-09-1961,,M,F,jamie5@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,9579229734
12259,MRS.,CINDY,MADAN,16-04-1961,,M,F,cindy7@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,846692687
12260,MRS.,MELINDA,ROMERO,05-05-1961,,M,F,melinda4@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,1306137834
12261,MRS.,KAITLIN,SANCHEZ,26-10-1960,,M,F,kaitlin19@learnsector.com,"$10,000 ",1,High School,Manual,Y,6247087098
12262,MRS.,MORGAN,SANCHEZ,22-05-1960,,M,F,morgan47@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,9106983037
12263,MR.,EMMANUEL,GARCIA,15-03-1960,,S,M,emmanuel13@learnsector.com,"$20,000 ",1,Partial College,Manual,N,2129975417
12264,MR.,BRUCE,ASHE,21-02-1960,,S,M,bruce27@learnsector.com,"$20,000 ",1,Partial College,Manual,N,2951014015
12265,MR.,ALAN,GUO,07-03-1959,,S,M,alan21@learnsector.com,"$10,000 ",1,High School,Manual,N,8895438787
12266,MRS.,TIFFANY,LIN,17-03-1959,,M,F,tiffany7@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,340473184
12267,MR.,CLIFFORD,GARCIA,05-10-1958,,S,M,clifford13@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,5205867240
12268,MR.,EDWIN,SHAN,05-02-1958,,M,M,edwin33@learnsector.com,"$30,000 ",1,Graduate Degree,Clerical,Y,9159511088
12269,MR.,WARREN,ZHENG,13-06-1960,,M,M,warren32@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,5396243317
12270,MRS.,EBONY,RAMOS,09-09-1960,,S,F,ebony38@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,1716921631
12271,MR.,TYRONE,HERNANDEZ,16-09-1959,,M,M,tyrone3@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,37917356
12272,MR.,JUSTIN,ALEXANDER,12-10-1959,,M,M,justin16@learnsector.com,"$40,000 ",3,Graduate Degree,Clerical,Y,341352675
12273,MR.,NELSON,CARLSON,14-10-1958,,M,M,nelson17@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,5445877691
12274,MR.,JAVIER,TORRES,26-09-1970,,S,M,javier6@learnsector.com,"$10,000 ",2,High School,Manual,Y,7203103043
12275,MS.,ADRIANA,MADAN,06-11-1970,,S,F,adriana8@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,4334791665
12276,,ALISHA,SHAN,13-07-1970,,M,NA,alisha34@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,1132325049
12277,MRS.,BETH,ORTEGA,22-04-1969,,S,F,beth24@learnsector.com,"$10,000 ",2,High School,Manual,Y,429435903
12278,MRS.,MEREDITH,JOHNSEN,01-06-1969,,S,F,meredith28@learnsector.com,"$10,000 ",2,High School,Manual,Y,3304693143
12279,MR.,MATHEW,SUAREZ,21-06-1970,,M,M,mathew15@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,9442177764
12280,MS.,THERESA,ALVAREZ,06-08-1970,,M,F,theresa1@learnsector.com,"$30,000 ",0,Bachelors,Clerical,N,5306194577
12281,MS.,JANELLE,SANCHEZ,23-04-1970,,M,F,janelle17@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,7123133058
12282,MR.,NICOLAS,TANG,01-07-1970,,S,M,nicolas2@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,132693772
12283,,TODD,ZENG,08-10-1969,,S,NA,todd19@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,8256918490
12284,MS.,CRISTINA,BECK,10-02-1969,,M,F,cristina17@learnsector.com,"$30,000 ",0,Bachelors,Clerical,N,2267785184
12285,MRS.,BETHANY,CHANDE,28-11-1969,,S,F,bethany18@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,7182313105
12286,MR.,NATHAN,JENKINS,09-06-1969,,S,M,nathan2@learnsector.com,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,8698029228
12287,MR.,ANDRE,ARUN,01-01-1952,,S,M,andre6@learnsector.com,"$10,000 ",3,Partial College,Manual,N,8125272041
12288,MRS.,SARA,BROOKS,24-03-1968,,M,F,sara2@learnsector.com,"$10,000 ",2,High School,Manual,N,8438218199
12289,MR.,JOSEPH,TAYLOR,23-03-1968,,S,M,joseph15@learnsector.com,"$10,000 ",2,High School,Manual,Y,44213830
12290,MRS.,KAYLEE,MORRIS,25-04-1968,,S,F,kaylee15@learnsector.com,"$10,000 ",2,High School,Manual,Y,4326252857
12291,MR.,JOHNATHAN,SURI,19-04-1944,,S,M,johnathan1@learnsector.com,"$90,000 ",5,Partial College,Professional,N,2319639114
12292,MR.,NICOLAS,KUMAR,24-03-1944,,M,M,nicolas5@learnsector.com,"$130,000 ",3,Bachelors,Management,Y,3063985717
12293,MRS.,TAMMY,GARCIA,17-05-1944,,M,F,tammy15@learnsector.com,"$130,000 ",3,Bachelors,Management,Y,4286129234
